text,text_norm,label,label_full,score,chunk_idx,tese_id
Algoritmo Genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7483,129,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6738,129,15
ALGORITMOS GENÉTICOS,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7912,130,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7204,130,15
ALGORITMOS GENÉTICOS,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8258,135,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7726,135,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6332,137,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4653,139,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6249,139,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6618,140,15
canal,canal,PROTOCOLO,protocolo ou padrão de comunicação,0.3992,141,15
canal,canal,PROTOCOLO,protocolo ou padrão de comunicação,0.5045,149,15
canal,canal,PROTOCOLO,protocolo ou padrão de comunicação,0.6225,149,15
ISI,isi,FRAMEWORK,framework ou biblioteca de software,0.4031,156,15
AWGN,awgn,FRAMEWORK,framework ou biblioteca de software,0.3986,156,15
ISI,isi,FRAMEWORK,framework ou biblioteca de software,0.4451,156,15
CMA,cma,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8191,166,15
CMA,cma,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8471,166,15
programação linear,programação linear,LANG,linguagem de programação,0.5293,171,15
programação linear estocástica,programação linear estocástica,LANG,linguagem de programação,0.6974,172,15
Programação Linear Estocástica,programação linear estocástica,LANG,linguagem de programação,0.5946,172,15
programação linear,programação linear,LANG,linguagem de programação,0.6774,173,15
programação linear,programação linear,LANG,linguagem de programação,0.9647,174,15
programação linear,programação linear,LANG,linguagem de programação,0.9402,174,15
programação estocástica,programação estocástica,METODO,método ou técnica computacional,0.9305,175,15
programação estocástica,programação estocástica,METODO,método ou técnica computacional,0.936,175,15
programação estocástica,programação estocástica,METODO,método ou técnica computacional,0.8884,175,15
programação linear,programação linear,LANG,linguagem de programação,0.9476,178,15
programação linear,programação linear,LANG,linguagem de programação,0.7988,178,15
programação linear,programação linear,LANG,linguagem de programação,0.9284,178,15
programação linear,programação linear,LANG,linguagem de programação,0.6319,186,15
programação linear,programação linear,LANG,linguagem de programação,0.572,190,15
programação linear,programação linear,LANG,linguagem de programação,0.6073,190,15
PROGRAMAÇÃO LINEAR,programação linear,LANG,linguagem de programação,0.7132,191,15
programação linear,programação linear,LANG,linguagem de programação,0.702,191,15
programação linear,programação linear,LANG,linguagem de programação,0.5249,192,15
modelo de programação linear,modelo de programação linear,LANG,linguagem de programação,0.4919,193,15
modelo de programação linear,modelo de programação linear,LANG,linguagem de programação,0.8419,194,15
modelo de programação linear,modelo de programação linear,LANG,linguagem de programação,0.8808,194,15
programação linear,programação linear,LANG,linguagem de programação,0.675,195,15
programação estocástica,programação estocástica,LANG,linguagem de programação,0.7136,196,15
PROGRAMAÇÃO LINEAR ESTOCÁSTICA,programação linear estocástica,METODO,método ou técnica computacional,0.5404,196,15
programação estocástica,programação estocástica,LANG,linguagem de programação,0.7451,196,15
Chance-constrained programming,chance-constrained programming,METODO,método ou técnica computacional,0.5675,205,15
Chance-constrained programming,chance-constrained programming,METODO,método ou técnica computacional,0.6754,206,15
Algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7153,210,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7806,210,15
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5049,210,15
chance-constrained programming,chance-constrained programming,LANG,linguagem de programação,0.7544,211,15
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4185,212,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7638,213,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.814,213,15
programação linear,programação linear,LANG,linguagem de programação,0.7302,214,15
programação linear,programação linear,LANG,linguagem de programação,0.5955,217,15
ISI,isi,LANG,linguagem de programação,0.5095,217,15
ISI,isi,LANG,linguagem de programação,0.4462,217,15
JPL,jpl,FRAMEWORK,framework ou biblioteca de software,0.7193,226,15
JPL,jpl,FRAMEWORK,framework ou biblioteca de software,0.7306,226,15
JPL,jpl,FRAMEWORK,framework ou biblioteca de software,0.4932,227,15
CMA,cma,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5404,228,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6215,230,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8662,231,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8769,231,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9025,231,15
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4712,232,15
CMA,cma,FRAMEWORK,framework ou biblioteca de software,0.4385,232,15
ELC-GA,elc-ga,FRAMEWORK,framework ou biblioteca de software,0.4417,232,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4616,240,15
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4684,241,15
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7481,241,15
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5778,242,15
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.8503,244,15
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.8868,244,15
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.8814,244,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.496,253,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9005,254,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9222,254,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6788,256,15
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5751,257,15
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7166,257,15
Mathworks,mathworks,FRAMEWORK,framework ou biblioteca de software,0.3884,257,15
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.409,258,15
AWGN,awgn,PROTOCOLO,protocolo ou padrão de comunicação,0.416,259,15
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9308,263,15
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8976,263,15
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.742,263,15
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9085,263,15
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.6948,264,15
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7064,265,15
4-QAM,4-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.6885,265,15
16-QAM,16-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.7701,265,15
64-QAM,64-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.7903,265,15
ELC-GA,elc-ga,METODO,método ou técnica computacional,0.4597,266,15
CMA,cma,METODO,método ou técnica computacional,0.7167,266,15
64-QAM,64-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.39,266,15
CMA,cma,METODO,método ou técnica computacional,0.614,266,15
CMA,cma,FRAMEWORK,framework ou biblioteca de software,0.4067,267,15
CMA,cma,FRAMEWORK,framework ou biblioteca de software,0.4053,267,15
ELC-GA,elc-ga,PROTOCOLO,protocolo ou padrão de comunicação,0.4686,268,15
16-QAM,16-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.6374,268,15
64-QAM,64-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.5558,268,15
ELC-GA,elc-ga,PROTOCOLO,protocolo ou padrão de comunicação,0.512,268,15
16-QAM,16-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.8746,272,15
64-QAM,64-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.8586,272,15
4-QAM,4-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.5808,272,15
CMA,cma,METODO,método ou técnica computacional,0.5988,272,15
16-QAM,16-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.8553,272,15
64-QAM,64-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.8289,272,15
CMA,cma,METODO,método ou técnica computacional,0.6353,272,15
ELCGA,elcga,METODO,método ou técnica computacional,0.5178,272,15
CMA,cma,METODO,método ou técnica computacional,0.6095,272,15
ELC-GA,elc-ga,PROTOCOLO,protocolo ou padrão de comunicação,0.697,273,15
4-QAM,4-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.5819,273,15
16-QAM,16-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.7415,273,15
64-QAM,64-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.7104,273,15
ELC-GA,elc-ga,PROTOCOLO,protocolo ou padrão de comunicação,0.702,273,15
4-QAM,4-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.4038,277,15
4-QAM,4-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.4823,278,15
16-QAM,16-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.472,279,15
CMA,cma,FRAMEWORK,framework ou biblioteca de software,0.882,280,15
64-QAM,64-qam,LANG,linguagem de programação,0.6684,280,15
CMA,cma,FRAMEWORK,framework ou biblioteca de software,0.9041,280,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9392,281,15
CMA,cma,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6321,281,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9214,281,15
ELC-GA,elc-ga,FRAMEWORK,framework ou biblioteca de software,0.3953,282,15
CMA,cma,METODO,método ou técnica computacional,0.5824,283,15
ELCGA,elcga,METODO,método ou técnica computacional,0.6156,283,15
CMA,cma,METODO,método ou técnica computacional,0.4702,283,15
ELC-GA,elc-ga,METODO,método ou técnica computacional,0.5188,283,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6545,286,15
CMA,cma,METODO,método ou técnica computacional,0.4821,288,15
ELC-GA,elc-ga,METODO,método ou técnica computacional,0.4537,288,15
CMA,cma,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6589,289,15
CMA,cma,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.588,289,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8455,291,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.843,291,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7019,292,15
programação linear,programação linear,LANG,linguagem de programação,0.6618,292,15
programação linear,programação linear,LANG,linguagem de programação,0.6776,292,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6989,292,15
programação linear,programação linear,LANG,linguagem de programação,0.7026,293,15
Chance-constrained programming,chance-constrained programming,METODO,método ou técnica computacional,0.4539,296,15
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.522,297,15
Linear Programming,linear programming,LANG,linguagem de programação,0.6473,297,15
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.981,0,16
Programa de Pós-Graduação em Engenharia,programa de pós-graduação em engenharia,INSTITUICAO,instituição de ensino ou pesquisa,0.7258,1,16
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.8109,2,16
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9732,3,16
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9623,4,16
Centro de Tecnologia,centro de tecnologia,INSTITUICAO,instituição de ensino ou pesquisa,0.7632,4,16
Programa de Pós-Graduação em Engenharia Elétrica e de Computação,programa de pós-graduação em engenharia elétrica e de computação,INSTITUICAO,instituição de ensino ou pesquisa,0.6846,4,16
Marcelo Augusto Costa,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.8017,5,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6543,5,16
Marcelo Augusto Costa,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.8616,5,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5506,6,16
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9072,9,16
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.8389,9,16
Q-learning,q-learning,METODO,método ou técnica computacional,0.5221,11,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6142,11,16
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.8306,12,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7559,12,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7173,12,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7309,12,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9451,13,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9429,13,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8954,13,16
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.4489,14,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.399,14,16
Q-learning,q-learning,METODO,método ou técnica computacional,0.7313,14,16
Q-Learning,q-learning,METODO,método ou técnica computacional,0.77,14,16
Q-learning,q-learning,METODO,método ou técnica computacional,0.6434,14,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8469,19,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5229,20,16
de Souza & Fernandes,de souza & fernandes,AUTOR,pesquisador ou autor,0.7606,22,16
Q-learning,q-learning,METODO,método ou técnica computacional,0.5099,23,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9544,25,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9511,25,16
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.7104,26,16
ASIC,asic,HARDWARE,hardware ou plataforma embarcada,0.4799,26,16
Kuon & Rose,kuon & rose,AUTOR,pesquisador ou autor,0.855,26,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6493,27,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7264,27,16
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.7264,28,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6388,30,16
Q-Learning,q-learning,METODO,método ou técnica computacional,0.4765,31,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5613,32,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6344,33,16
SARSA,sarsa,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9074,34,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8248,34,16
SARSA,sarsa,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8592,34,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.695,34,16
SARSA,sarsa,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8936,34,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7175,34,16
SARSA,sarsa,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.812,34,16
VHDL,vhdl,LANG,linguagem de programação,0.8883,34,16
